symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211118,35.4,0,0,0,-1.7800000000000011,2196.8138999999996
TCB,20211118,51.5,-1,0,-1,-0.5300000000000011,382.5000000000019
HPG,20211118,49.95,0,0,0,-5.299999999999997,4015.4119999999953
GVR,20211118,39.85,0,0,0,-0.30999999999999517,470.36320000000114
ACB,20211118,32.5,0,0,-4,-0.28999999999999915,6947.44910000002
MBB,20211118,28.3,0,0,-2,-0.14999999999999858,1175.4769999999992
BSR,20211118,23.1,-1,0,-1,-1.1499999999999986,361.29999999999916
STB,20211118,27.65,3,3,-5,0.379999999999999,7795.169800000002
SHB,20211118,23.1,0,0,0,-4.029999999999998,2669.775599999999
TPB,20211118,42.95,0,0,0,-0.5700000000000003,160.90350000000035
SSI,20211118,49.05,16,29,9,6.199999999999996,6843.173099999992
POW,20211118,14.65,20,26,2,1.6400000000000006,168.2857999999991
HSG,20211118,39.9,0,0,0,-5.579999999999998,7105.4493999999995
OIL,20211118,17.2,0,6,-13,0.4800000000000004,-180.7000000000009
DXG,20211118,27.3,20,20,0,2.4200000000000017,2505.6613999999954
SBT,20211118,26.45,20,25,5,2.84,1717.633000000005
HCM,20211118,48.1,24,31,7,6.450000000000003,6856.912999999999
IDC,20211118,82.9,8,8,0,3.010000000000005,782.2316
DCM,20211118,36.5,5,8,-17,1.2999999999999972,1083.9922000000015
PVI,20211118,49.7,0,0,0,-1.2299999999999969,-70.49210000000107
DPM,20211118,48.6,0,0,-10,-1.1000000000000014,2575.2411999999913
ITA,20211118,12.15,43,52,1,2.74,10784.3216
IJC,20211118,33.65,0,0,0,-0.45000000000000284,5010.949099999998
SCR,20211118,18.95,35,37,2,3.08,2273.067800000008
HBC,20211118,26.0,29,42,-10,4.73,7220.639800000005
CEO,20211118,28.8,86,103,-11,12.98,607.4053000000004
FRT,20211118,60.5,16,23,-8,6.159999999999997,991.6696000000029
PET,20211118,34.3,1,18,-6,2.729999999999997,3839.296999999994
CKG,20211118,34.8,32,45,4,6.769999999999996,513.8734999999999
PVC,20211118,14.2,4,13,-14,0.7899999999999991,12439.21729999999
