symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211015,37.5,0,0,0,-17.92,2202.6638999999996
TCB,20211015,52.6,10,10,-1,2.020000000000003,409.1000000000019
HPG,20211015,57.3,14,15,1,3.239999999999995,4041.511999999995
GVR,20211015,38.2,2,8,-1,1.0800000000000054,497.6632000000013
ACB,20211015,32.2,4,4,-1,0.43000000000000327,6957.249100000019
MBB,20211015,28.4,4,4,-1,0.379999999999999,1182.476999999999
BSR,20211015,23.0,30,31,1,2.6000000000000014,352.699999999999
STB,20211015,26.85,1,7,4,0.7200000000000024,7807.069800000003
SHB,20211015,27.55,0,0,-12,-0.16999999999999815,2709.0255999999986
TPB,20211015,43.55,5,11,6,1.8200000000000003,187.50350000000037
SSI,20211015,40.75,0,0,0,-0.13000000000000256,6727.823099999991
POW,20211015,12.3,2,2,-5,0.10000000000000142,147.98579999999907
HSG,20211015,49.75,7,15,7,2.6499999999999986,7129.5994
OIL,20211015,15.0,9,9,-1,0.5,-198.50000000000102
DXG,20211015,21.55,20,20,-2,1.5700000000000003,2393.9113999999954
SBT,20211015,21.6,2,2,-2,0.16000000000000014,1643.883000000005
HCM,20211015,38.05,0,0,0,-10.330000000000005,6704.562999999998
IDC,20211015,59.3,0,32,6,6.8799999999999955,-827.5683999999997
DCM,20211015,32.7,27,45,1,5.380000000000003,1085.9922000000017
PVI,20211015,45.8,0,0,0,-0.9100000000000037,-16.39210000000105
DPM,20211015,42.75,16,36,2,5.710000000000001,2336.3411999999917
ITA,20211015,7.85,-1,10,-3,0.27999999999999936,10657.481600000001
IJC,20211015,30.8,9,18,3,2.030000000000001,4958.5990999999985
SCR,20211015,13.15,-1,9,-1,0.4299999999999997,2136.6178000000073
HBC,20211015,16.1,1,2,-8,0.11000000000000121,6830.239800000004
CEO,20211015,11.2,6,15,0,0.5999999999999996,-707.9947000000001
FRT,20211015,47.7,3,7,4,1.1600000000000037,792.7696000000028
PET,20211015,30.35,14,23,-1,2.5400000000000027,3826.896999999994
CKG,20211015,26.0,8,10,-4,0.9800000000000004,342.0735000000002
PVC,20211015,12.4,9,9,-8,0.41000000000000014,12447.61729999999
