symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211108,37.55,0,0,-2,-0.13000000000000256,2196.8138999999996
TCB,20211108,52.6,1,1,-3,0.25,384.0000000000019
HPG,20211108,56.8,0,0,0,0.07000000000000028,4015.4119999999953
GVR,20211108,40.7,6,10,1,1.6900000000000048,479.46320000000117
ACB,20211108,33.4,7,7,-3,0.9799999999999969,6952.64910000002
MBB,20211108,28.5,1,1,-2,0.10999999999999943,1176.876999999999
BSR,20211108,24.4,4,6,-1,0.639999999999997,368.7999999999991
STB,20211108,27.85,11,11,-1,1.2100000000000009,7798.669800000003
SHB,20211108,31.0,-3,19,-10,2.4499999999999993,2732.375599999999
TPB,20211108,43.8,0,2,2,0.3299999999999983,164.65350000000035
SSI,20211108,44.5,6,19,5,3.509999999999998,6764.723099999992
POW,20211108,13.1,3,10,-2,0.5600000000000005,146.6857999999991
HSG,20211108,46.05,0,0,0,-1.6799999999999997,7105.4493999999995
OIL,20211108,17.7,21,27,-2,1.9499999999999993,-164.900000000001
DXG,20211108,25.85,14,29,9,3.0400000000000027,2472.761399999996
SBT,20211108,24.85,13,29,10,2.9299999999999997,1686.083000000005
HCM,20211108,44.0,3,27,3,4.979999999999997,6763.712999999998
IDC,20211108,94.5,58,68,-4,26.379999999999995,1301.4316
DCM,20211108,36.85,9,27,4,4.039999999999999,1100.0422000000017
PVI,20211108,50.5,-4,4,-4,0.740000000000002,-68.19210000000106
DPM,20211108,52.0,18,28,-2,6.060000000000002,2603.3411999999917
ITA,20211108,8.99,14,20,6,0.75,10671.571600000001
IJC,20211108,35.35,14,20,0,2.950000000000003,5035.999099999998
SCR,20211108,15.3,19,19,-2,1.2300000000000004,2170.417800000008
HBC,20211108,22.0,39,44,-13,3.9899999999999984,7040.239800000005
CEO,20211108,13.7,19,36,13,2.0199999999999996,-672.4946999999997
FRT,20211108,54.8,18,21,-10,4.640000000000001,896.7696000000028
PET,20211108,32.05,4,11,5,1.4799999999999969,3819.6969999999947
CKG,20211108,26.95,0,7,7,0.7799999999999976,300.2735000000002
PVC,20211108,13.7,16,16,0,0.9199999999999999,12439.917299999992
