symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211021,37.55,0,0,0,-12.090000000000003,2202.6638999999996
TCB,20211021,52.9,9,12,-2,1.8200000000000003,410.80000000000183
HPG,20211021,57.2,11,11,0,1.8900000000000006,4036.3119999999954
GVR,20211021,37.1,0,0,-2,-0.11999999999999744,491.9632000000013
ACB,20211021,31.75,-3,0,-5,-0.0799999999999983,6954.299100000019
MBB,20211021,27.9,0,0,-2,-0.14000000000000057,1181.076999999999
BSR,20211021,23.4,28,28,-4,1.9699999999999989,362.89999999999895
STB,20211021,26.1,-1,1,-2,0.060000000000002274,7800.619800000003
SHB,20211021,27.5,-4,0,-4,-0.4499999999999993,2706.4255999999987
TPB,20211021,43.7,10,10,-3,1.2700000000000031,188.45350000000042
SSI,20211021,39.7,0,0,0,-0.8299999999999983,6727.273099999991
POW,20211021,12.05,0,0,0,-0.25,147.9357999999991
HSG,20211021,49.4,11,11,0,1.6499999999999986,7123.849399999999
OIL,20211021,14.9,2,2,-4,0.11000000000000121,-201.000000000001
DXG,20211021,21.75,14,21,7,1.3500000000000014,2395.0113999999953
SBT,20211021,20.9,0,0,0,-0.360000000000003,1642.783000000005
HCM,20211021,38.05,0,0,0,-7.280000000000001,6704.562999999998
IDC,20211021,61.6,34,38,-1,6.8700000000000045,-747.3683999999994
DCM,20211021,33.8,33,48,-1,4.859999999999996,1119.2922000000015
PVI,20211021,48.6,-12,10,5,1.4400000000000048,-47.39210000000105
DPM,20211021,47.0,31,58,5,8.049999999999997,2511.4411999999916
ITA,20211021,7.95,8,16,1,0.3799999999999999,10658.251600000001
IJC,20211021,31.1,13,21,-2,1.9200000000000017,4961.049099999998
SCR,20211021,13.3,7,14,7,0.5600000000000005,2137.1678000000074
HBC,20211021,15.8,0,0,0,-0.25,6829.239800000004
CEO,20211021,10.7,3,3,-2,0.08000000000000007,-713.3947000000001
FRT,20211021,47.4,0,4,4,0.6299999999999955,786.3696000000028
PET,20211021,30.8,18,25,-6,2.3100000000000023,3834.196999999994
CKG,20211021,25.35,0,3,3,0.23000000000000043,332.02350000000024
PVC,20211021,12.2,0,0,-5,-0.05000000000000071,12446.01729999999
