symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211020,38.3,0,0,0,-12.82,2202.6638999999996
TCB,20211020,53.2,8,14,3,2.260000000000005,415.00000000000193
HPG,20211020,56.9,7,11,-3,1.8999999999999986,4033.011999999995
GVR,20211020,37.5,2,2,-1,0.28000000000000114,492.7632000000013
ACB,20211020,32.3,2,5,0,0.4799999999999969,6957.049100000019
MBB,20211020,28.2,2,2,0,0.16000000000000014,1181.6769999999992
BSR,20211020,23.5,23,32,-5,2.3099999999999987,366.099999999999
STB,20211020,26.3,-1,3,2,0.23000000000000043,7801.219800000003
SHB,20211020,28.3,0,4,2,0.379999999999999,2709.6255999999985
TPB,20211020,44.1,10,13,0,1.7800000000000011,193.65350000000046
SSI,20211020,40.3,-1,0,-1,-0.3400000000000034,6727.273099999991
POW,20211020,12.3,-1,0,-1,0.010000000000001563,147.9357999999991
HSG,20211020,49.2,11,11,-1,1.6000000000000014,7121.649399999999
OIL,20211020,15.0,-1,6,-7,0.2699999999999996,-200.400000000001
DXG,20211020,21.2,14,14,-4,0.8999999999999986,2387.3113999999955
SBT,20211020,21.05,0,0,0,-0.2699999999999996,1642.783000000005
HCM,20211020,38.65,0,0,0,-7.539999999999999,6704.562999999998
IDC,20211020,61.4,31,39,-1,7.219999999999999,-755.1683999999996
DCM,20211020,33.5,34,49,6,5.02,1104.5922000000014
PVI,20211020,48.0,-12,5,-12,0.75,-50.39210000000105
DPM,20211020,45.7,31,53,7,7.359999999999999,2442.541199999992
ITA,20211020,7.94,8,15,7,0.3700000000000001,10658.101600000002
IJC,20211020,31.3,15,23,7,2.1999999999999993,4965.649099999998
SCR,20211020,13.0,6,7,-3,0.2699999999999996,2135.067800000007
HBC,20211020,15.9,0,0,0,-0.1399999999999988,6829.239800000004
CEO,20211020,10.8,5,5,-3,0.1800000000000015,-712.8947000000001
FRT,20211020,46.0,0,0,-2,-0.6799999999999997,786.3696000000028
PET,20211020,31.3,23,31,7,3.0,3849.696999999994
CKG,20211020,24.95,-3,0,-4,-0.129999999999999,332.02350000000024
PVC,20211020,12.4,2,5,-1,0.20000000000000107,12447.01729999999
