symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211019,38.5,0,0,0,-14.04,2202.6638999999996
TCB,20211019,52.7,8,11,-2,1.8900000000000006,409.50000000000193
HPG,20211019,57.2,9,14,-5,2.490000000000002,4037.2119999999954
GVR,20211019,37.5,3,3,-3,0.29999999999999716,492.7632000000013
ACB,20211019,32.3,2,5,3,0.509999999999998,6957.049100000019
MBB,20211019,28.2,2,2,-2,0.16000000000000014,1181.6769999999992
BSR,20211019,23.7,27,37,-3,2.75,373.499999999999
STB,20211019,26.2,-5,1,-8,0.10999999999999943,7801.119800000003
SHB,20211019,28.0,0,2,2,0.1700000000000017,2709.0255999999986
TPB,20211019,43.9,4,13,-1,1.7800000000000011,191.05350000000033
SSI,20211019,40.9,0,1,0,0.17999999999999972,6727.873099999991
POW,20211019,12.3,0,1,-2,0.040000000000000924,147.9357999999991
HSG,20211019,49.3,5,12,-3,1.8299999999999983,7122.849399999999
OIL,20211019,15.3,6,13,-3,0.6100000000000012,-196.500000000001
DXG,20211019,21.4,18,18,-1,1.1899999999999977,2390.9113999999954
SBT,20211019,21.25,0,0,0,-0.14999999999999858,1642.783000000005
HCM,20211019,38.95,0,0,0,-7.959999999999994,6704.562999999998
IDC,20211019,61.4,26,40,4,7.689999999999998,-755.1683999999996
DCM,20211019,32.5,33,43,9,4.469999999999999,1061.5922000000014
PVI,20211019,50.0,0,17,17,2.75,-16.39210000000105
DPM,20211019,44.3,29,46,15,6.5,2378.141199999992
ITA,20211019,7.78,8,8,-1,0.20000000000000018,10656.821600000001
IJC,20211019,30.55,12,16,1,1.5700000000000003,4953.649099999999
SCR,20211019,13.15,9,10,0,0.40000000000000036,2136.567800000007
HBC,20211019,15.8,0,0,0,-0.25,6829.239800000004
CEO,20211019,10.9,8,8,-3,0.2599999999999998,-712.0947
FRT,20211019,46.95,-2,2,-2,0.2700000000000031,788.2696000000028
PET,20211019,30.4,23,24,0,2.2799999999999976,3828.096999999994
CKG,20211019,25.4,1,4,-9,0.3099999999999987,333.8235000000002
PVC,20211019,12.4,3,6,-6,0.2400000000000002,12447.01729999999
