symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211028,38.6,0,0,0,-3.799999999999997,2202.6638999999996
TCB,20211028,51.8,0,2,1,0.28999999999999915,394.10000000000184
HPG,20211028,58.0,-2,8,-2,1.5,4025.4119999999953
GVR,20211028,40.05,12,15,-4,1.9899999999999949,513.6632000000013
ACB,20211028,31.85,0,1,1,0.060000000000002274,6954.299100000019
MBB,20211028,28.5,0,5,0,0.46000000000000085,1181.576999999999
BSR,20211028,24.4,8,23,-11,1.8599999999999994,378.799999999999
STB,20211028,26.7,0,8,1,0.6899999999999977,7800.919800000003
SHB,20211028,27.3,0,0,0,-0.8200000000000003,2706.4255999999987
TPB,20211028,44.4,0,10,6,1.4600000000000009,181.85350000000045
SSI,20211028,40.8,0,4,3,0.5499999999999972,6727.673099999992
POW,20211028,12.75,0,7,7,0.3100000000000005,147.9357999999991
HSG,20211028,48.0,0,0,0,-0.3400000000000034,7105.4493999999995
OIL,20211028,16.0,0,17,6,0.9000000000000004,-194.30000000000098
DXG,20211028,24.1,22,35,-1,2.780000000000001,2456.5113999999953
SBT,20211028,22.1,-2,11,10,0.7700000000000031,1643.3830000000048
HCM,20211028,38.7,0,0,0,-2.789999999999999,6704.562999999998
IDC,20211028,74.5,49,64,8,15.549999999999997,-124.36840000000029
DCM,20211028,33.5,11,23,11,2.5500000000000007,1050.9922000000015
PVI,20211028,53.9,31,32,1,5.600000000000001,45.30789999999888
DPM,20211028,49.0,26,44,6,6.969999999999999,2554.1411999999914
ITA,20211028,8.3,11,18,-9,0.5000000000000009,10663.311600000003
IJC,20211028,33.9,28,31,-6,3.4499999999999993,5038.5990999999985
SCR,20211028,14.45,22,27,-7,1.2599999999999998,2157.5678000000075
HBC,20211028,17.7,16,21,-8,1.2199999999999989,6843.739800000005
CEO,20211028,11.8,19,21,1,0.8000000000000007,-704.5947000000001
FRT,20211028,51.9,1,24,0,4.1299999999999955,821.5696000000028
PET,20211028,30.75,1,12,-6,1.1799999999999997,3817.8969999999945
CKG,20211028,25.7,0,2,0,0.17999999999999972,328.5735000000002
PVC,20211028,13.0,0,11,4,0.4800000000000004,12448.11729999999
