symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211103,38.4,0,12,12,0.9799999999999969,2202.6638999999996
TCB,20211103,53.7,0,15,15,1.6099999999999994,393.70000000000186
HPG,20211103,55.6,0,0,0,-1.0700000000000003,4015.4119999999953
GVR,20211103,39.3,-5,8,-14,0.6400000000000006,467.21320000000117
ACB,20211103,33.85,8,24,15,1.6900000000000048,6962.04910000002
MBB,20211103,29.15,2,14,12,0.8599999999999994,1182.576999999999
BSR,20211103,24.2,17,18,-4,0.879999999999999,372.59999999999906
STB,20211103,27.9,4,26,22,1.5199999999999996,7805.369800000002
SHB,20211103,28.65,0,7,3,0.41000000000000014,2706.925599999999
TPB,20211103,44.2,2,10,6,0.9200000000000017,169.90350000000035
SSI,20211103,41.7,2,12,1,1.0600000000000023,6728.723099999992
POW,20211103,12.6,-6,5,-3,0.11999999999999922,143.48579999999907
HSG,20211103,44.95,0,0,0,-3.019999999999996,7105.4493999999995
OIL,20211103,16.5,6,32,5,1.08,-194.900000000001
DXG,20211103,23.3,18,21,-9,1.0,2427.1613999999954
SBT,20211103,22.55,9,20,4,0.9299999999999997,1647.283000000005
HCM,20211103,39.75,0,4,2,0.29999999999999716,6703.462999999998
IDC,20211103,72.9,56,64,8,9.650000000000006,-209.36839999999938
DCM,20211103,32.65,7,11,-6,0.7399999999999984,1037.3422000000014
PVI,20211103,49.0,-1,0,-17,-0.18999999999999773,-69.79210000000103
DPM,20211103,46.0,19,20,-10,1.8599999999999994,2466.3411999999917
ITA,20211103,8.49,10,23,-9,0.41000000000000014,10664.271600000004
IJC,20211103,32.8,9,19,-10,1.2499999999999964,4984.199099999998
SCR,20211103,14.65,23,31,-5,0.9299999999999997,2153.917800000008
HBC,20211103,19.55,34,58,8,2.3200000000000003,6893.239800000005
CEO,20211103,12.0,15,25,-10,0.6199999999999992,-712.9947
FRT,20211103,52.6,18,32,-4,3.480000000000004,822.3696000000028
PET,20211103,30.5,0,4,-8,0.25,3811.1469999999945
CKG,20211103,26.95,-6,14,-13,0.8000000000000007,312.8735000000002
PVC,20211103,13.2,-1,21,-4,0.5599999999999987,12430.917299999992
