symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211110,36.7,0,0,0,-0.9899999999999949,2196.8138999999996
TCB,20211110,51.7,0,0,0,-0.5899999999999963,383.70000000000186
HPG,20211110,55.3,0,0,0,-1.3400000000000034,4015.4119999999953
GVR,20211110,41.1,8,10,1,1.7700000000000031,482.96320000000117
ACB,20211110,33.4,5,6,-2,0.8999999999999986,6952.5991000000195
MBB,20211110,28.6,1,2,0,0.22000000000000242,1176.9769999999992
BSR,20211110,25.5,6,13,7,1.5100000000000016,375.3999999999991
STB,20211110,28.45,11,13,0,1.620000000000001,7805.9698000000035
SHB,20211110,29.1,5,5,0,0.6500000000000021,2696.275599999999
TPB,20211110,44.0,-2,2,2,0.4200000000000017,163.85350000000034
SSI,20211110,44.7,12,17,-2,3.3800000000000026,6768.523099999991
POW,20211110,13.1,6,9,3,0.5199999999999996,145.68579999999906
HSG,20211110,44.5,0,0,0,-2.9099999999999966,7105.4493999999995
OIL,20211110,18.1,23,26,3,2.09,-156.9000000000009
DXG,20211110,26.5,13,27,-7,3.210000000000001,2492.1113999999952
SBT,20211110,25.8,19,31,0,3.5199999999999996,1715.2330000000052
HCM,20211110,44.0,20,23,-2,4.43,6762.612999999998
IDC,20211110,95.0,53,53,-15,22.549999999999997,1335.4316
DCM,20211110,38.45,22,29,3,4.890000000000001,1141.5422000000017
PVI,20211110,50.9,2,3,1,0.6599999999999966,-67.79210000000108
DPM,20211110,54.0,27,28,-1,6.670000000000002,2661.0411999999915
ITA,20211110,9.6,11,27,-3,1.17,10685.771600000002
IJC,20211110,35.6,17,17,0,2.6799999999999997,5038.899099999998
SCR,20211110,16.9,19,33,7,2.4999999999999982,2208.517800000008
HBC,20211110,23.7,44,48,2,5.029999999999998,7118.1398000000045
CEO,20211110,16.5,23,59,4,4.33,-543.1946999999998
FRT,20211110,54.8,16,16,-2,3.9099999999999966,894.9696000000029
PET,20211110,32.55,4,12,3,1.6799999999999962,3823.696999999994
CKG,20211110,27.6,0,11,1,1.3000000000000007,305.8735000000002
PVC,20211110,14.3,15,22,7,1.4100000000000001,12448.817299999992
