symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210929,66.0,10,10,-9,1.1400000000000006,2217.6638999999996
TCB,20210929,49.4,-2,0,-4,-0.030000000000001137,401.3000000000019
HPG,20210929,53.3,2,24,5,2.1799999999999997,3974.8119999999954
GVR,20210929,36.0,0,0,0,-1.9399999999999977,499.4132000000014
ACB,20210929,31.35,0,0,0,-0.4799999999999969,6960.14910000002
MBB,20210929,27.8,0,0,0,-0.23999999999999844,1185.226999999999
BSR,20210929,19.6,-6,31,-9,1.0100000000000016,265.999999999999
STB,20210929,25.8,0,0,0,-1.120000000000001,7807.019800000003
SHB,20210929,26.0,0,0,0,-0.48999999999999844,2736.325599999999
TPB,20210929,41.4,34,42,5,2.9200000000000017,154.90350000000012
SSI,20210929,40.1,0,0,0,-2.1199999999999974,6730.623099999992
POW,20210929,12.2,0,16,16,0.3199999999999985,150.68579999999906
HSG,20210929,45.9,-4,16,-5,1.269999999999996,7094.699399999999
OIL,20210929,14.2,-6,29,-13,0.6799999999999997,-212.70000000000107
DXG,20210929,19.05,0,0,0,-0.3099999999999987,2364.9113999999954
SBT,20210929,20.95,0,0,0,-0.8500000000000014,1648.683000000005
HCM,20210929,52.6,0,0,0,-1.3500000000000014,6704.562999999998
IDC,20210929,52.0,55,69,6,5.990000000000002,-950.4683999999997
DCM,20210929,24.75,0,1,1,0.03999999999999915,852.0422000000013
PVI,20210929,48.4,5,43,11,3.490000000000002,121.0078999999987
DPM,20210929,35.45,0,3,3,0.17999999999999972,2202.391199999992
ITA,20210929,7.21,-7,0,-7,-0.1299999999999999,10656.2716
IJC,20210929,27.8,0,0,0,-0.5299999999999976,4945.199099999998
SCR,20210929,12.35,16,16,-3,0.33999999999999986,2139.6678000000074
HBC,20210929,15.9,12,18,6,0.4800000000000004,6830.839800000003
CEO,20210929,10.0,0,0,0,-0.2400000000000002,-708.0947000000002
FRT,20210929,45.4,7,20,3,1.490000000000002,755.5196000000028
PET,20210929,26.4,0,0,0,-1.0500000000000007,3800.7969999999937
CKG,20210929,24.4,0,8,8,0.3200000000000003,338.6235000000002
PVC,20210929,11.5,0,44,-5,0.8499999999999996,12404.917299999986
