symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211022,37.2,0,0,0,-10.959999999999994,2202.6638999999996
TCB,20211022,52.3,4,7,-5,1.1400000000000006,403.60000000000184
HPG,20211022,56.7,6,6,-5,1.0900000000000034,4030.8119999999954
GVR,20211022,38.3,0,9,9,1.019999999999996,491.9632000000013
ACB,20211022,31.6,0,0,0,-0.2099999999999973,6954.299100000019
MBB,20211022,27.9,0,0,0,-0.10000000000000142,1181.076999999999
BSR,20211022,23.1,21,21,-7,1.4500000000000028,354.4999999999991
STB,20211022,26.2,-1,2,1,0.17999999999999972,7800.719800000003
SHB,20211022,27.6,-2,0,0,-0.379999999999999,2706.4255999999987
TPB,20211022,43.2,5,5,-5,0.6900000000000048,183.45350000000042
SSI,20211022,39.2,0,0,0,-1.1999999999999957,6727.273099999991
POW,20211022,12.1,0,0,0,-0.23000000000000043,147.9357999999991
HSG,20211022,49.0,7,7,-4,1.0700000000000003,7119.4493999999995
OIL,20211022,14.7,0,0,-2,-0.15000000000000036,-201.400000000001
DXG,20211022,22.5,14,29,8,1.9600000000000009,2410.7613999999953
SBT,20211022,21.05,0,0,0,-0.16999999999999815,1642.783000000005
HCM,20211022,37.5,0,0,0,-6.979999999999997,6704.562999999998
IDC,20211022,62.8,38,39,1,7.409999999999997,-701.7683999999999
DCM,20211022,33.2,32,38,-10,3.8100000000000023,1090.4922000000017
PVI,20211022,49.6,5,17,7,2.460000000000001,-37.39210000000094
DPM,20211022,46.55,38,50,-8,7.0,2485.3411999999917
ITA,20211022,8.24,8,26,10,0.6500000000000004,10662.8916
IJC,20211022,31.95,14,27,6,2.620000000000001,4978.899099999998
SCR,20211022,14.2,7,33,19,1.4100000000000001,2149.7678000000074
HBC,20211022,16.9,0,16,16,0.7899999999999991,6829.239800000004
CEO,20211022,11.5,3,24,21,0.8300000000000001,-710.9947000000001
FRT,20211022,47.7,0,5,1,0.740000000000002,787.5696000000028
PET,20211022,30.6,14,21,-4,1.9000000000000021,3829.196999999994
CKG,20211022,26.0,0,10,7,0.7800000000000011,333.97350000000023
PVC,20211022,11.9,0,0,0,-0.3699999999999992,12446.01729999999
