symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211123,36.25,0,0,0,-0.8299999999999983,2196.8138999999996
TCB,20211123,52.6,-2,2,-2,0.38000000000000256,381.30000000000183
HPG,20211123,49.55,0,0,0,-4.600000000000001,4015.4119999999953
GVR,20211123,37.5,0,0,0,-2.3400000000000034,470.36320000000114
ACB,20211123,33.95,-2,6,-2,0.7800000000000011,6948.649100000019
MBB,20211123,28.9,-3,3,-3,0.29999999999999716,1173.6769999999992
BSR,20211123,21.7,0,0,0,-2.2600000000000016,361.29999999999916
STB,20211123,28.5,0,8,-3,0.8500000000000014,7796.219800000003
SHB,20211123,23.8,0,0,0,-2.8099999999999987,2669.775599999999
TPB,20211123,48.7,0,24,9,4.630000000000003,193.90350000000058
SSI,20211123,52.0,23,37,13,7.509999999999998,6911.123099999992
POW,20211123,13.8,0,11,11,0.5800000000000001,138.38579999999908
HSG,20211123,39.1,0,0,0,-4.949999999999996,7105.4493999999995
OIL,20211123,16.1,0,0,0,-0.7799999999999976,-184.9000000000009
DXG,20211123,26.0,0,6,6,0.6099999999999994,2468.4613999999956
SBT,20211123,25.0,0,8,8,0.8099999999999987,1672.033000000005
HCM,20211123,46.5,14,19,5,3.490000000000002,6797.812999999998
IDC,20211123,87.3,3,12,-4,3.969999999999999,811.8315999999998
DCM,20211123,37.0,0,9,9,1.2299999999999969,1076.4922000000015
PVI,20211123,47.6,0,0,0,-2.6599999999999966,-70.49210000000107
DPM,20211123,49.3,0,0,0,-0.5700000000000003,2575.2411999999913
ITA,20211123,11.2,28,28,-13,1.2399999999999984,10740.9716
IJC,20211123,30.6,0,0,0,-3.1700000000000017,5010.949099999998
SCR,20211123,18.05,22,22,0,1.5500000000000007,2240.117800000008
HBC,20211123,24.2,8,21,13,1.9499999999999993,7122.939800000005
CEO,20211123,32.0,98,106,8,13.27,926.1053000000002
FRT,20211123,59.0,2,13,11,3.1099999999999994,916.8696000000028
PET,20211123,30.7,0,0,0,-0.9800000000000004,3793.496999999994
CKG,20211123,34.75,28,40,12,5.440000000000001,484.0235000000001
PVC,20211123,13.0,0,0,0,-0.4900000000000002,12424.917299999988
