symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211119,36.2,0,0,0,-0.9299999999999997,2196.8138999999996
TCB,20211119,52.3,-1,1,1,0.269999999999996,382.5000000000019
HPG,20211119,48.0,0,0,0,-6.810000000000002,4015.4119999999953
GVR,20211119,37.7,0,0,0,-2.4299999999999997,470.36320000000114
ACB,20211119,33.45,0,4,4,0.5700000000000003,6947.44910000002
MBB,20211119,28.3,0,0,0,-0.16999999999999815,1175.4769999999992
BSR,20211119,21.7,-1,0,0,-2.4800000000000004,361.29999999999916
STB,20211119,27.9,3,4,1,0.5499999999999972,7795.919800000003
SHB,20211119,23.25,0,0,0,-3.66,2669.775599999999
TPB,20211119,43.5,0,0,0,-0.03999999999999915,160.90350000000035
SSI,20211119,48.5,10,23,-6,5.18,6827.223099999992
POW,20211119,13.95,11,13,-13,0.8399999999999999,150.08579999999907
HSG,20211119,37.5,0,0,0,-7.409999999999997,7105.4493999999995
OIL,20211119,16.5,-6,0,-6,-0.3099999999999987,-184.9000000000009
DXG,20211119,26.55,12,12,-8,1.4700000000000024,2490.6613999999954
SBT,20211119,25.85,12,17,-8,2.0,1702.633000000005
HCM,20211119,46.6,14,21,-10,4.490000000000002,6810.412999999999
IDC,20211119,88.0,8,17,9,6.849999999999994,823.0315999999999
DCM,20211119,35.9,3,3,-5,0.5599999999999952,1079.1922000000015
PVI,20211119,47.6,0,0,0,-3.229999999999997,-70.49210000000107
DPM,20211119,46.0,0,0,0,-3.6700000000000017,2575.2411999999913
ITA,20211119,12.6,43,52,0,2.969999999999999,10807.7216
IJC,20211119,31.3,0,0,0,-2.7699999999999996,5010.949099999998
SCR,20211119,19.2,33,35,-2,3.0799999999999983,2282.317800000008
HBC,20211119,24.35,24,24,-18,2.700000000000003,7151.339800000005
CEO,20211119,31.5,100,102,-1,14.68,885.5053000000003
FRT,20211119,59.0,8,15,-8,4.090000000000003,957.1696000000029
PET,20211119,32.0,-6,2,-16,0.35999999999999943,3797.896999999994
CKG,20211119,35.0,37,41,-4,6.52,522.8735000000001
PVC,20211119,13.1,-7,0,-13,-0.3600000000000012,12424.917299999988
