symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211001,63.9,0,0,-7,-1.3000000000000043,2202.6638999999996
TCB,20211001,49.0,-1,0,-1,-0.5200000000000031,400.70000000000186
HPG,20211001,53.4,12,17,-1,1.8900000000000006,3974.211999999996
GVR,20211001,36.1,0,0,0,-1.5,499.4132000000014
ACB,20211001,31.5,0,0,0,-0.28000000000000114,6960.14910000002
MBB,20211001,27.45,0,0,0,-0.5700000000000003,1185.226999999999
BSR,20211001,20.2,31,35,2,1.4499999999999993,285.39999999999895
STB,20211001,24.7,0,0,0,-2.0100000000000016,7807.019800000003
SHB,20211001,26.1,-3,0,-3,-0.29999999999999716,2734.825599999999
TPB,20211001,42.6,33,38,0,3.3200000000000003,201.3035000000002
SSI,20211001,39.2,0,0,0,-2.799999999999997,6730.623099999992
POW,20211001,12.2,-13,13,10,0.33000000000000007,147.43579999999906
HSG,20211001,46.75,12,15,-4,1.4600000000000009,7109.049399999999
OIL,20211001,14.4,25,25,0,0.7400000000000002,-207.70000000000107
DXG,20211001,18.8,0,0,0,-0.39000000000000057,2364.9113999999954
SBT,20211001,21.15,0,0,0,-0.490000000000002,1648.683000000005
HCM,20211001,50.5,0,0,0,-3.1000000000000014,6704.562999999998
IDC,20211001,52.6,44,50,-10,5.43,-914.4683999999997
DCM,20211001,28.2,0,56,19,3.3099999999999987,918.4922000000015
PVI,20211001,46.2,1,12,-29,1.1500000000000057,31.007899999999154
DPM,20211001,38.1,0,35,11,2.8000000000000043,2237.641199999992
ITA,20211001,7.15,0,0,0,-0.17999999999999972,10656.2716
IJC,20211001,27.5,0,0,0,-0.75,4945.199099999998
SCR,20211001,12.0,-1,0,-17,-0.14000000000000057,2133.6178000000073
HBC,20211001,15.8,2,9,1,0.3000000000000007,6828.039800000003
CEO,20211001,10.0,-1,0,-1,-0.33000000000000007,-708.3947000000002
FRT,20211001,47.55,8,31,-9,3.059999999999995,798.5196000000028
PET,20211001,26.9,0,0,0,-0.4700000000000024,3800.7969999999937
CKG,20211001,24.1,-8,0,-4,-0.05999999999999872,337.02350000000024
PVC,20211001,12.0,42,45,3,1.1199999999999992,12426.117299999987
