symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211007,35.65,0,0,0,-28.190000000000005,2202.6638999999996
TCB,20211007,50.0,-4,2,-4,0.4299999999999997,398.9000000000019
HPG,20211007,55.6,14,16,-12,3.219999999999999,4013.7119999999954
GVR,20211007,38.2,0,7,2,0.9299999999999997,501.51320000000135
ACB,20211007,31.2,0,0,0,-0.370000000000001,6960.14910000002
MBB,20211007,27.65,0,0,0,-0.1700000000000017,1185.226999999999
BSR,20211007,20.5,2,17,-22,1.1999999999999993,292.499999999999
STB,20211007,25.5,0,0,0,-0.7600000000000016,7807.019800000003
SHB,20211007,28.2,0,14,-8,1.4299999999999997,2725.025599999999
TPB,20211007,42.0,4,10,-10,1.5399999999999991,178.2035000000003
SSI,20211007,40.7,0,0,0,-0.75,6730.623099999992
POW,20211007,12.65,8,15,-13,0.6600000000000001,153.1857999999991
HSG,20211007,47.6,8,8,-11,1.3500000000000014,7113.2994
OIL,20211007,14.8,6,14,-21,0.7200000000000006,-200.500000000001
DXG,20211007,20.9,0,23,11,1.6699999999999982,2378.711399999995
SBT,20211007,21.0,0,0,0,-0.3500000000000014,1648.683000000005
HCM,20211007,49.0,0,0,0,-3.3200000000000003,6704.562999999998
IDC,20211007,54.8,20,28,-8,5.390000000000001,-828.4684
DCM,20211007,29.15,23,33,-20,3.4499999999999993,969.6922000000014
PVI,20211007,47.0,-12,8,-20,1.2999999999999972,-2.792100000001028
DPM,20211007,38.4,11,20,-7,2.6599999999999966,2239.691199999992
ITA,20211007,7.71,0,11,1,0.3099999999999996,10658.411600000001
IJC,20211007,29.4,0,11,3,1.1099999999999994,4949.999099999998
SCR,20211007,12.9,-2,12,-2,0.5400000000000009,2138.6178000000073
HBC,20211007,16.5,4,15,-11,0.8800000000000008,6835.089800000003
CEO,20211007,11.2,-5,18,5,0.7099999999999991,-703.1947000000001
FRT,20211007,48.5,16,16,-3,2.75,810.5196000000028
PET,20211007,29.4,0,18,9,1.8999999999999986,3815.1469999999936
CKG,20211007,25.9,-5,17,-5,1.5199999999999996,341.4235000000002
PVC,20211007,12.7,9,29,-25,1.299999999999999,12456.917299999986
