symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210915,63.9,9,9,-1,1.240000000000002,2201.2638999999995
TCB,20210915,48.4,0,0,0,-1.1300000000000026,417.9500000000019
HPG,20210915,51.6,6,16,10,1.7899999999999991,3972.0119999999956
GVR,20210915,38.5,3,10,5,0.8200000000000003,509.5632000000014
ACB,20210915,31.2,0,0,0,-1.4300000000000033,6961.44910000002
MBB,20210915,27.45,0,0,0,-1.2600000000000016,1194.3269999999989
BSR,20210915,19.2,-4,23,21,0.9699999999999989,293.9999999999989
STB,20210915,26.6,0,0,0,-1.1099999999999994,7807.019800000003
SHB,20210915,25.6,0,0,0,-1.6899999999999977,2740.4255999999996
TPB,20210915,38.25,19,29,3,2.4200000000000017,97.3035000000001
SSI,20210915,42.9,0,4,4,0.3399999999999963,6734.423099999992
POW,20210915,11.8,0,7,7,0.16999999999999993,151.28579999999909
HSG,20210915,46.75,38,56,18,5.689999999999998,7193.1993999999995
OIL,20210915,14.1,9,36,6,1.1099999999999994,-186.00000000000108
DXG,20210915,18.75,0,0,0,-2.039999999999999,2364.9113999999954
SBT,20210915,21.4,0,0,0,-0.38000000000000256,1657.833000000005
HCM,20210915,53.1,0,0,0,-1.6700000000000017,6721.162999999998
IDC,20210915,44.2,42,42,-7,4.060000000000002,-1394.5683999999987
DCM,20210915,25.0,8,10,-8,0.5199999999999996,855.2922000000013
PVI,20210915,41.5,-7,0,0,-1.75,299.0078999999987
DPM,20210915,35.35,0,0,0,-0.46999999999999886,2202.391199999992
ITA,20210915,7.28,10,27,16,0.41999999999999993,10668.1516
IJC,20210915,27.7,0,0,0,-0.019999999999999574,4976.0990999999985
SCR,20210915,11.45,0,16,-5,0.41000000000000014,2129.167800000007
HBC,20210915,15.25,0,9,9,0.3100000000000005,6840.289800000003
CEO,20210915,10.5,36,45,-5,1.0299999999999994,-684.7947000000004
FRT,20210915,45.7,-7,42,-7,4.150000000000006,807.6696000000029
PET,20210915,28.7,5,32,-3,1.9899999999999984,3839.9469999999937
CKG,20210915,24.2,21,33,12,1.7300000000000004,336.87350000000015
PVC,20210915,11.0,26,56,14,1.3499999999999996,12443.117299999987
symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210916,65.0,9,17,8,2.3500000000000014,2211.1638999999996
TCB,20210916,49.1,0,0,0,-0.21999999999999886,417.9500000000019
HPG,20210916,51.3,3,13,-3,1.4499999999999957,3967.211999999996
GVR,20210916,38.4,1,8,-2,0.6799999999999997,508.5632000000014
ACB,20210916,31.3,0,0,0,-1.120000000000001,6961.44910000002
MBB,20210916,27.8,0,0,0,-0.7300000000000004,1194.3269999999989
BSR,20210916,19.1,0,21,-2,0.8900000000000006,291.69999999999897
STB,20210916,26.75,0,0,0,-0.7899999999999991,7807.019800000003
SHB,20210916,26.1,0,0,0,-1.0199999999999996,2740.4255999999996
TPB,20210916,38.65,26,33,4,2.759999999999998,108.90350000000012
SSI,20210916,42.5,-4,0,-4,-0.0799999999999983,6732.823099999991
POW,20210916,11.8,-1,6,-1,0.15000000000000036,151.28579999999909
HSG,20210916,47.0,37,55,-1,5.579999999999998,7207.1993999999995
OIL,20210916,14.0,19,32,-4,0.9600000000000009,-189.60000000000105
DXG,20210916,18.7,0,0,0,-1.8300000000000018,2364.9113999999954
SBT,20210916,21.55,0,0,0,-0.23999999999999844,1657.833000000005
HCM,20210916,52.2,0,0,0,-2.4199999999999946,6721.162999999998
IDC,20210916,45.8,42,53,11,5.269999999999996,-1327.3683999999994
DCM,20210916,24.8,3,5,-5,0.26000000000000156,853.2922000000013
PVI,20210916,40.6,0,0,0,-2.5700000000000003,299.0078999999987
DPM,20210916,34.95,0,0,0,-0.8099999999999952,2202.391199999992
ITA,20210916,7.12,-1,16,-11,0.2400000000000002,10663.8316
IJC,20210916,28.05,0,6,6,0.33999999999999986,4976.0990999999985
SCR,20210916,11.55,16,20,4,0.4900000000000002,2130.767800000007
HBC,20210916,15.15,-3,6,-3,0.21000000000000085,6839.389800000003
CEO,20210916,10.7,36,50,5,1.17,-675.7947000000004
FRT,20210916,45.8,22,42,0,4.1299999999999955,811.8696000000027
PET,20210916,28.6,28,28,-4,1.7600000000000016,3836.746999999994
CKG,20210916,24.4,20,32,-1,1.7099999999999973,343.47350000000006
PVC,20210916,10.9,36,50,-6,1.1799999999999997,12437.517299999987
symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210917,67.0,9,29,12,4.200000000000003,2245.1638999999996
TCB,20210917,49.75,0,5,5,0.5799999999999983,417.9500000000019
HPG,20210917,51.8,3,17,4,1.8799999999999955,3973.711999999996
GVR,20210917,38.55,3,9,1,0.779999999999994,509.7632000000014
ACB,20210917,31.6,0,0,0,-0.6199999999999974,6961.44910000002
MBB,20210917,27.85,0,0,0,-0.5199999999999996,1194.3269999999989
BSR,20210917,19.0,-1,20,-1,0.8099999999999987,289.59999999999894
STB,20210917,26.8,0,0,0,-0.5799999999999983,7807.019800000003
SHB,20210917,26.8,0,0,0,-0.18999999999999773,2740.4255999999996
TPB,20210917,40.8,26,53,20,4.729999999999997,179.8534999999997
SSI,20210917,43.0,-4,4,4,0.3299999999999983,6732.823099999991
POW,20210917,11.75,-4,3,-3,0.08000000000000007,150.98579999999907
HSG,20210917,47.0,33,51,-4,5.229999999999997,7207.1993999999995
OIL,20210917,13.6,12,18,-14,0.5399999999999991,-202.40000000000109
DXG,20210917,19.25,0,0,0,-1.0700000000000003,2364.9113999999954
SBT,20210917,21.6,0,0,0,-0.2099999999999973,1657.833000000005
HCM,20210917,53.7,0,0,0,-0.8200000000000003,6721.162999999998
IDC,20210917,46.0,40,51,-2,5.100000000000001,-1316.768399999999
DCM,20210917,25.05,5,8,3,0.4299999999999997,854.5422000000013
PVI,20210917,42.9,0,0,0,-0.30000000000000426,299.0078999999987
