symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211025,37.0,0,0,0,-9.659999999999997,2202.6638999999996
TCB,20211025,50.9,0,0,-7,-0.3299999999999983,393.8000000000019
HPG,20211025,55.1,0,0,-6,-0.7299999999999969,4021.211999999995
GVR,20211025,39.3,0,16,7,1.8299999999999983,500.9632000000013
ACB,20211025,31.25,0,0,0,-0.5500000000000007,6954.299100000019
MBB,20211025,27.6,0,0,0,-0.379999999999999,1181.076999999999
BSR,20211025,23.2,19,19,-2,1.3200000000000003,356.59999999999906
STB,20211025,25.6,-1,0,-2,-0.36999999999999744,7799.519800000003
SHB,20211025,26.95,0,0,0,-1.0399999999999991,2706.4255999999987
TPB,20211025,42.0,0,0,-5,-0.6099999999999994,177.45350000000042
SSI,20211025,38.3,0,0,0,-2.020000000000003,6727.273099999991
POW,20211025,12.25,0,0,0,-0.10999999999999943,147.9357999999991
HSG,20211025,47.0,0,0,-7,-1.0799999999999983,7105.4493999999995
OIL,20211025,14.9,0,0,0,-0.009999999999999787,-201.400000000001
DXG,20211025,22.2,8,23,-6,1.5,2402.0613999999955
SBT,20211025,20.8,0,0,0,-0.4299999999999997,1642.783000000005
HCM,20211025,36.5,0,0,0,-7.219999999999999,6704.562999999998
IDC,20211025,66.3,38,50,11,10.04,-565.2683999999999
DCM,20211025,31.5,18,18,-20,1.6799999999999997,1025.8922000000016
PVI,20211025,53.1,5,35,18,5.550000000000004,22.107899999999063
DPM,20211025,45.05,31,36,-14,4.859999999999999,2410.3411999999917
ITA,20211025,8.13,9,20,-6,0.4900000000000011,10660.031600000002
IJC,20211025,33.0,21,34,7,3.3900000000000006,5007.249099999998
SCR,20211025,14.1,3,29,-4,1.209999999999999,2146.4678000000076
HBC,20211025,17.45,0,24,8,1.25,6838.039800000004
CEO,20211025,11.6,3,24,0,0.8300000000000001,-708.5947000000001
FRT,20211025,47.3,-4,1,-4,0.1699999999999946,785.5696000000028
PET,20211025,30.0,11,11,-10,1.0300000000000011,3816.5969999999943
CKG,20211025,25.5,-8,2,-8,0.1700000000000017,328.97350000000023
PVC,20211025,12.2,0,0,0,-0.16000000000000014,12446.01729999999
