symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211105,37.95,-10,2,-3,0.3100000000000023,2197.6139
TCB,20211105,53.0,-11,4,-3,0.6199999999999974,385.60000000000184
HPG,20211105,56.6,0,0,0,-0.14999999999999858,4015.4119999999953
GVR,20211105,40.1,6,9,-2,1.230000000000004,474.0632000000012
ACB,20211105,33.5,-5,10,-4,1.1199999999999974,6953.64910000002
MBB,20211105,28.65,-9,3,-4,0.25,1177.326999999999
BSR,20211105,24.2,5,7,2,0.5700000000000003,367.3999999999991
STB,20211105,27.65,-10,12,-1,1.0700000000000003,7796.269800000003
SHB,20211105,31.5,4,29,2,2.9800000000000004,2746.875599999999
TPB,20211105,43.5,-6,0,-3,0.07000000000000028,164.65350000000035
SSI,20211105,42.9,5,14,-6,2.039999999999999,6742.323099999992
POW,20211105,13.0,5,12,7,0.5,145.48579999999907
HSG,20211105,46.45,0,0,0,-1.3699999999999974,7105.4493999999995
OIL,20211105,17.3,18,29,6,1.6800000000000015,-176.5000000000009
DXG,20211105,24.2,14,20,6,1.6099999999999994,2439.761399999996
SBT,20211105,23.25,9,19,6,1.4600000000000009,1655.683000000005
HCM,20211105,42.1,1,24,-1,3.3299999999999983,6718.112999999998
IDC,20211105,86.7,54,72,-2,20.590000000000003,739.8316000000004
DCM,20211105,35.1,9,23,14,2.6600000000000037,1059.7922000000017
PVI,20211105,50.9,0,8,2,1.3099999999999952,-64.99210000000107
DPM,20211105,50.3,20,30,10,5.079999999999998,2552.3411999999917
ITA,20211105,8.57,14,14,-3,0.40000000000000036,10665.691600000002
IJC,20211105,34.4,14,20,-5,2.3299999999999983,5016.999099999998
SCR,20211105,14.95,21,21,-7,1.0199999999999996,2163.067800000008
HBC,20211105,21.9,44,57,-6,4.169999999999998,7034.539800000005
CEO,20211105,12.5,19,23,-6,0.9700000000000006,-700.0946999999999
FRT,20211105,55.5,28,31,-4,5.710000000000001,918.4696000000029
PET,20211105,31.05,4,6,1,0.629999999999999,3813.6969999999947
CKG,20211105,25.8,0,0,0,-0.3299999999999983,300.2735000000002
PVC,20211105,13.4,16,16,-5,0.6899999999999995,12435.11729999999
