symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210917,67.0,9,29,12,4.200000000000003,2245.1638999999996
TCB,20210917,49.75,0,5,5,0.5799999999999983,417.9500000000019
HPG,20210917,51.8,3,17,4,1.8799999999999955,3973.711999999996
GVR,20210917,38.55,3,9,1,0.779999999999994,509.7632000000014
ACB,20210917,31.6,0,0,0,-0.6199999999999974,6961.44910000002
MBB,20210917,27.85,0,0,0,-0.5199999999999996,1194.3269999999989
BSR,20210917,19.0,-1,20,-1,0.8099999999999987,289.59999999999894
STB,20210917,26.8,0,0,0,-0.5799999999999983,7807.019800000003
SHB,20210917,26.8,0,0,0,-0.18999999999999773,2740.4255999999996
TPB,20210917,40.8,26,53,20,4.729999999999997,179.8534999999997
SSI,20210917,43.0,-4,4,4,0.3299999999999983,6732.823099999991
POW,20210917,11.75,-4,3,-3,0.08000000000000007,150.98579999999907
HSG,20210917,47.0,33,51,-4,5.229999999999997,7207.1993999999995
OIL,20210917,13.6,12,18,-14,0.5399999999999991,-202.40000000000109
DXG,20210917,19.25,0,0,0,-1.0700000000000003,2364.9113999999954
SBT,20210917,21.6,0,0,0,-0.2099999999999973,1657.833000000005
HCM,20210917,53.7,0,0,0,-0.8200000000000003,6721.162999999998
IDC,20210917,46.0,40,51,-2,5.100000000000001,-1316.768399999999
DCM,20210917,25.05,5,8,3,0.4299999999999997,854.5422000000013
PVI,20210917,42.9,0,0,0,-0.30000000000000426,299.0078999999987
DPM,20210917,35.7,0,0,0,-0.10999999999999943,2202.391199999992
ITA,20210917,7.12,-2,14,-2,0.21999999999999975,10663.8316
IJC,20210917,29.1,0,21,15,1.360000000000003,4982.399099999999
SCR,20210917,12.35,16,46,26,1.2300000000000004,2146.7678000000074
HBC,20210917,15.25,-3,9,3,0.3100000000000005,6839.989800000003
CEO,20210917,11.0,45,58,8,1.3900000000000006,-660.7947000000004
FRT,20210917,47.0,42,50,8,5.130000000000003,862.2696000000028
PET,20210917,28.25,21,21,-7,1.3099999999999987,3826.9469999999937
CKG,20210917,25.2,20,41,9,2.259999999999998,369.0735000000002
PVC,20210917,11.0,36,51,1,1.2100000000000009,12442.517299999987
