symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211112,36.75,0,0,0,-0.8800000000000026,2196.8138999999996
TCB,20211112,52.5,0,1,1,0.2700000000000031,383.70000000000186
HPG,20211112,54.6,0,0,0,-1.759999999999998,4015.4119999999953
GVR,20211112,41.4,5,10,-4,1.7299999999999969,483.96320000000117
ACB,20211112,33.35,3,6,3,0.759999999999998,6951.24910000002
MBB,20211112,28.55,0,2,2,0.17999999999999972,1175.9769999999992
BSR,20211112,24.7,-2,5,-2,0.5199999999999996,365.5999999999991
STB,20211112,28.1,7,10,3,1.1400000000000006,7799.019800000003
SHB,20211112,23.7,0,0,0,-4.300000000000001,2669.775599999999
TPB,20211112,43.5,-2,0,0,-0.10999999999999943,161.85350000000034
SSI,20211112,44.6,14,16,2,2.9299999999999997,6765.473099999992
POW,20211112,12.95,3,6,0,0.3199999999999985,144.18579999999906
HSG,20211112,44.7,0,0,0,-2.2099999999999937,7105.4493999999995
OIL,20211112,17.4,13,16,-5,1.129999999999999,-173.60000000000093
DXG,20211112,27.0,25,29,4,3.1999999999999993,2504.2113999999956
SBT,20211112,26.0,29,32,3,3.3099999999999987,1720.633000000005
HCM,20211112,44.25,22,23,1,4.079999999999998,6767.962999999998
IDC,20211112,89.0,37,37,-9,13.319999999999993,1038.4316
DCM,20211112,38.1,19,26,4,4.009999999999998,1125.0922000000016
PVI,20211112,49.5,-1,0,0,-1.1400000000000006,-70.49210000000107
DPM,20211112,52.6,20,20,-2,4.240000000000002,2623.0411999999915
ITA,20211112,10.95,27,51,11,2.25,10731.321600000001
IJC,20211112,36.0,13,17,-4,2.520000000000003,5043.699099999998
SCR,20211112,17.5,26,38,0,2.67,2228.817800000008
HBC,20211112,23.65,42,44,-4,4.239999999999998,7115.739800000005
CEO,20211112,19.9,55,87,13,6.949999999999999,-315.5946999999999
FRT,20211112,58.3,14,28,14,6.5,943.3696000000028
PET,20211112,31.7,2,5,-1,0.6899999999999977,3814.0969999999943
CKG,20211112,29.2,10,22,4,2.6400000000000006,328.37350000000015
PVC,20211112,13.7,5,12,-4,0.6799999999999997,12436.81729999999
