symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210916,65.0,9,17,8,2.3500000000000014,2211.1638999999996
TCB,20210916,49.1,0,0,0,-0.21999999999999886,417.9500000000019
HPG,20210916,51.3,3,13,-3,1.4499999999999957,3967.211999999996
GVR,20210916,38.4,1,8,-2,0.6799999999999997,508.5632000000014
ACB,20210916,31.3,0,0,0,-1.120000000000001,6961.44910000002
MBB,20210916,27.8,0,0,0,-0.7300000000000004,1194.3269999999989
BSR,20210916,19.1,0,21,-2,0.8900000000000006,291.69999999999897
STB,20210916,26.75,0,0,0,-0.7899999999999991,7807.019800000003
SHB,20210916,26.1,0,0,0,-1.0199999999999996,2740.4255999999996
TPB,20210916,38.65,26,33,4,2.759999999999998,108.90350000000012
SSI,20210916,42.5,-4,0,-4,-0.0799999999999983,6732.823099999991
POW,20210916,11.8,-1,6,-1,0.15000000000000036,151.28579999999909
HSG,20210916,47.0,37,55,-1,5.579999999999998,7207.1993999999995
OIL,20210916,14.0,19,32,-4,0.9600000000000009,-189.60000000000105
DXG,20210916,18.7,0,0,0,-1.8300000000000018,2364.9113999999954
SBT,20210916,21.55,0,0,0,-0.23999999999999844,1657.833000000005
HCM,20210916,52.2,0,0,0,-2.4199999999999946,6721.162999999998
IDC,20210916,45.8,42,53,11,5.269999999999996,-1327.3683999999994
DCM,20210916,24.8,3,5,-5,0.26000000000000156,853.2922000000013
PVI,20210916,40.6,0,0,0,-2.5700000000000003,299.0078999999987
DPM,20210916,34.95,0,0,0,-0.8099999999999952,2202.391199999992
ITA,20210916,7.12,-1,16,-11,0.2400000000000002,10663.8316
IJC,20210916,28.05,0,6,6,0.33999999999999986,4976.0990999999985
SCR,20210916,11.55,16,20,4,0.4900000000000002,2130.767800000007
HBC,20210916,15.15,-3,6,-3,0.21000000000000085,6839.389800000003
CEO,20210916,10.7,36,50,5,1.17,-675.7947000000004
FRT,20210916,45.8,22,42,0,4.1299999999999955,811.8696000000027
PET,20210916,28.6,28,28,-4,1.7600000000000016,3836.746999999994
CKG,20210916,24.4,20,32,-1,1.7099999999999973,343.47350000000006
PVC,20210916,10.9,36,50,-6,1.1799999999999997,12437.517299999987
