symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211026,37.05,0,0,0,-8.120000000000005,2202.6638999999996
TCB,20211026,51.0,0,0,0,-0.28999999999999915,393.8000000000019
HPG,20211026,56.3,0,2,2,0.28999999999999915,4021.211999999995
GVR,20211026,39.45,0,17,1,1.8000000000000043,503.3632000000014
ACB,20211026,31.1,0,0,0,-0.6799999999999997,6954.299100000019
MBB,20211026,27.95,0,0,0,-0.030000000000001137,1181.076999999999
BSR,20211026,23.4,19,22,3,1.3399999999999999,360.399999999999
STB,20211026,25.6,-1,0,0,-0.3200000000000003,7799.519800000003
SHB,20211026,27.1,0,0,0,-0.9299999999999997,2706.4255999999987
TPB,20211026,42.5,0,0,0,-0.20000000000000284,177.45350000000042
SSI,20211026,38.8,0,0,0,-1.4299999999999997,6727.273099999991
POW,20211026,12.35,0,0,0,-0.040000000000000924,147.9357999999991
HSG,20211026,47.65,0,0,0,-0.509999999999998,7105.4493999999995
OIL,20211026,15.1,0,4,4,0.15000000000000036,-201.40000000000097
DXG,20211026,22.3,15,25,2,1.4499999999999993,2404.3613999999952
SBT,20211026,21.4,0,3,3,0.14999999999999858,1642.783000000005
HCM,20211026,36.9,0,0,0,-5.980000000000004,6704.562999999998
IDC,20211026,65.5,37,49,-1,8.509999999999998,-605.2683999999999
DCM,20211026,31.8,18,19,1,1.5500000000000007,1031.2922000000017
PVI,20211026,52.7,10,35,0,4.880000000000003,8.107899999999063
DPM,20211026,46.7,36,48,12,5.830000000000005,2469.7411999999917
ITA,20211026,8.16,10,22,2,0.4800000000000004,10660.631600000002
IJC,20211026,32.8,21,34,0,2.9499999999999957,5000.449099999998
SCR,20211026,14.2,10,33,4,1.2199999999999989,2149.3678000000077
HBC,20211026,17.4,0,25,1,1.1199999999999974,6836.839800000004
CEO,20211026,11.6,3,25,1,0.75,-708.5947000000001
FRT,20211026,47.85,0,5,4,0.5799999999999983,786.1196000000028
PET,20211026,29.7,7,7,-4,0.5599999999999987,3813.2969999999946
CKG,20211026,25.2,-7,0,-2,-0.19000000000000128,328.3735000000002
PVC,20211026,12.2,0,0,0,-0.19000000000000128,12446.01729999999
