symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211104,38.0,-7,5,-7,0.46000000000000085,2197.8638999999994
TCB,20211104,53.3,-8,7,-8,1.0399999999999991,387.7000000000018
HPG,20211104,56.3,0,0,0,-0.4100000000000037,4015.4119999999953
GVR,20211104,39.95,-5,11,3,1.2000000000000028,472.4132000000012
ACB,20211104,33.5,-2,14,-10,1.2199999999999989,6953.64910000002
MBB,20211104,28.9,-5,7,-7,0.5399999999999991,1179.076999999999
BSR,20211104,23.8,4,5,-13,0.3200000000000003,365.3999999999991
STB,20211104,27.45,-9,13,-13,0.9699999999999989,7793.669800000003
SHB,20211104,30.5,3,27,20,2.1499999999999986,2719.875599999999
TPB,20211104,43.75,-5,3,-7,0.39000000000000057,165.40350000000035
SSI,20211104,43.0,8,20,8,2.25,6744.323099999992
POW,20211104,12.65,5,5,0,0.16999999999999993,143.73579999999907
HSG,20211104,45.8,0,0,0,-2.0800000000000054,7105.4493999999995
OIL,20211104,16.5,18,23,-9,1.0,-194.900000000001
DXG,20211104,23.3,11,14,-7,0.870000000000001,2427.1613999999954
SBT,20211104,22.45,7,13,-7,0.759999999999998,1645.283000000005
HCM,20211104,41.85,0,25,21,2.75,6711.862999999998
IDC,20211104,80.1,56,74,10,15.579999999999998,251.4315999999999
DCM,20211104,32.85,9,9,-2,0.75,1039.5422000000017
PVI,20211104,50.1,-1,6,6,0.759999999999998,-69.79210000000103
DPM,20211104,47.05,20,20,0,2.479999999999997,2487.3411999999917
ITA,20211104,8.5,17,17,-6,0.3800000000000008,10664.501600000003
IJC,20211104,34.0,9,25,6,2.219999999999999,5006.999099999998
SCR,20211104,14.9,20,28,-3,1.08,2161.667800000008
HBC,20211104,20.9,50,63,5,3.4499999999999993,6971.539800000005
CEO,20211104,12.4,15,29,4,0.9500000000000011,-702.9946999999999
FRT,20211104,54.4,32,35,3,4.990000000000002,879.9696000000029
PET,20211104,30.7,0,5,1,0.379999999999999,3811.9469999999947
CKG,20211104,26.05,-1,0,-14,-0.09999999999999787,300.2735000000002
PVC,20211104,13.4,-1,21,0,0.7300000000000004,12435.11729999999
