symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210928,66.8,16,19,-5,2.1599999999999966,2232.8638999999994
TCB,20210928,49.8,-3,4,2,0.37999999999999545,402.9000000000019
HPG,20210928,52.6,2,19,17,1.7100000000000009,3961.5119999999956
GVR,20210928,35.8,0,0,0,-2.220000000000006,499.4132000000014
ACB,20210928,31.6,-2,0,0,-0.2699999999999996,6960.14910000002
MBB,20210928,28.0,-13,0,0,-0.07000000000000028,1185.226999999999
BSR,20210928,19.9,0,40,37,1.379999999999999,277.999999999999
STB,20210928,26.55,0,0,0,-0.46999999999999886,7807.019800000003
SHB,20210928,26.4,-5,0,-4,-0.16000000000000014,2736.325599999999
TPB,20210928,40.7,28,37,3,2.5500000000000043,129.00350000000026
SSI,20210928,40.6,0,0,0,-1.75,6730.623099999992
POW,20210928,11.75,0,0,0,-0.11999999999999922,150.68579999999906
HSG,20210928,46.0,1,21,20,1.6799999999999997,7096.799399999999
OIL,20210928,14.5,7,42,35,1.0500000000000007,-200.10000000000105
DXG,20210928,19.2,0,0,0,-0.3200000000000003,2364.9113999999954
SBT,20210928,21.0,0,0,0,-0.879999999999999,1648.683000000005
HCM,20210928,53.8,0,0,0,-0.29000000000000625,6704.562999999998
IDC,20210928,50.8,55,63,8,5.489999999999995,-1026.0684
DCM,20210928,23.15,0,0,0,-1.5500000000000007,852.0422000000013
PVI,20210928,47.4,5,32,27,2.6000000000000014,89.0078999999987
DPM,20210928,33.15,0,0,0,-2.1600000000000037,2202.391199999992
ITA,20210928,7.4,0,7,7,0.09000000000000075,10657.6016
IJC,20210928,27.85,0,0,0,-0.4499999999999993,4945.199099999998
SCR,20210928,12.35,12,19,-1,0.40000000000000036,2139.6678000000074
HBC,20210928,15.7,4,12,-3,0.3199999999999985,6828.439800000003
CEO,20210928,10.0,0,0,0,-0.1899999999999995,-708.0947000000002
FRT,20210928,45.0,7,17,10,1.2899999999999991,748.7196000000027
PET,20210928,26.2,0,0,0,-1.3100000000000023,3800.7969999999937
CKG,20210928,23.95,0,0,0,-0.03999999999999915,338.6235000000002
PVC,20210928,11.5,-7,49,44,0.9600000000000009,12404.917299999986
