symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211008,35.9,0,0,0,-26.509999999999998,2202.6638999999996
TCB,20211008,50.7,-4,7,5,1.0600000000000023,400.30000000000194
HPG,20211008,55.7,16,18,2,3.1099999999999994,4015.3119999999954
GVR,20211008,37.65,-2,4,-3,0.46000000000000085,497.6632000000013
ACB,20211008,31.45,0,0,0,-0.08000000000000185,6960.14910000002
MBB,20211008,27.7,0,0,0,-0.10000000000000142,1185.226999999999
BSR,20211008,21.2,17,27,10,1.7399999999999984,304.39999999999895
STB,20211008,25.7,0,0,0,-0.4800000000000004,7807.019800000003
SHB,20211008,28.2,14,16,2,1.3299999999999983,2725.0255999999986
TPB,20211008,42.15,10,11,1,1.4499999999999957,179.7035000000003
SSI,20211008,40.85,0,0,0,-0.44999999999999574,6730.623099999992
POW,20211008,12.45,12,12,-3,0.4399999999999995,150.18579999999906
HSG,20211008,47.65,8,9,1,1.259999999999998,7113.6994
OIL,20211008,14.9,14,16,2,0.7300000000000004,-199.10000000000102
DXG,20211008,20.8,0,24,1,1.5,2376.4113999999954
SBT,20211008,21.3,0,0,0,-0.019999999999999574,1648.683000000005
HCM,20211008,48.7,0,0,0,-3.289999999999999,6704.562999999998
IDC,20211008,54.7,28,29,1,4.770000000000003,-831.2683999999995
DCM,20211008,28.25,28,28,-5,2.3900000000000006,939.9922000000015
PVI,20211008,46.0,-19,1,-7,0.20000000000000284,-10.792100000001028
DPM,20211008,37.4,14,14,-6,1.5399999999999991,2219.6911999999916
ITA,20211008,7.5,2,4,-7,0.08000000000000007,10656.101600000002
IJC,20211008,28.6,-8,3,-8,0.3000000000000007,4941.199099999999
SCR,20211008,12.7,4,7,-5,0.27999999999999936,2136.217800000007
HBC,20211008,16.35,3,14,-1,0.6900000000000013,6832.839800000003
CEO,20211008,10.8,4,9,-9,0.3000000000000007,-710.3947000000001
FRT,20211008,48.0,13,13,-3,1.8900000000000006,802.5196000000028
PET,20211008,29.05,6,17,-1,1.4700000000000024,3808.846999999994
CKG,20211008,26.35,-5,23,6,1.860000000000003,349.0735000000003
PVC,20211008,12.6,28,28,-1,1.0700000000000003,12454.017299999987
