symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210924,67.0,21,26,3,2.950000000000003,2237.6638999999996
TCB,20210924,50.6,10,15,5,1.3299999999999983,418.8000000000019
HPG,20210924,50.8,4,4,-2,0.3200000000000003,3957.9119999999957
GVR,20210924,37.0,0,0,0,-1.0900000000000034,499.4132000000014
ACB,20210924,32.0,0,2,2,0.10999999999999943,6961.14910000002
MBB,20210924,28.7,0,13,13,0.620000000000001,1194.3269999999989
BSR,20210924,18.7,6,11,3,0.34999999999999787,275.9999999999989
STB,20210924,26.75,0,0,0,-0.33999999999999986,7807.019800000003
SHB,20210924,27.0,0,6,5,0.28999999999999915,2739.1255999999994
TPB,20210924,41.6,36,57,6,4.079999999999998,196.40350000000035
SSI,20210924,41.8,0,0,0,-0.7100000000000009,6730.623099999992
POW,20210924,11.6,0,0,0,-0.2699999999999996,150.68579999999906
HSG,20210924,45.4,23,23,-10,1.759999999999998,7126.999399999999
OIL,20210924,13.6,5,13,-3,0.3100000000000005,-205.80000000000112
DXG,20210924,19.65,0,0,0,-0.08999999999999986,2364.9113999999954
SBT,20210924,21.8,-15,0,-6,-0.16999999999999815,1648.683000000005
HCM,20210924,54.5,-5,4,-5,0.39000000000000057,6715.762999999998
IDC,20210924,49.6,59,65,-4,5.539999999999999,-1086.0684
DCM,20210924,24.2,0,0,0,-0.6400000000000006,852.0422000000013
PVI,20210924,49.8,5,62,0,5.32,374.6078999999986
DPM,20210924,34.5,0,0,0,-1.1700000000000017,2202.391199999992
ITA,20210924,7.66,32,33,-15,0.4299999999999997,10674.1016
IJC,20210924,28.9,2,14,-12,0.6999999999999993,4964.799099999998
SCR,20210924,13.15,54,61,7,1.3800000000000008,2192.5678000000075
HBC,20210924,15.8,-11,21,8,0.5700000000000003,6830.539800000003
CEO,20210924,10.4,6,17,-15,0.3100000000000005,-696.1947000000002
FRT,20210924,44.0,10,10,-17,0.7199999999999989,741.7196000000027
PET,20210924,26.5,-7,0,0,-1.0,3800.7969999999937
CKG,20210924,24.1,6,6,-10,0.240000000000002,343.1235000000002
PVC,20210924,11.4,27,54,12,1.0600000000000005,12448.517299999987
