symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211006,61.6,0,0,0,-3.6300000000000026,2202.6638999999996
TCB,20211006,50.3,0,6,6,0.759999999999998,400.70000000000186
HPG,20211006,56.1,16,28,-1,3.9100000000000037,4027.711999999996
GVR,20211006,37.85,0,5,4,0.490000000000002,499.76320000000135
ACB,20211006,31.35,0,0,0,-0.28999999999999915,6960.14910000002
MBB,20211006,27.5,0,0,0,-0.35999999999999943,1185.226999999999
BSR,20211006,21.2,24,39,-10,2.0199999999999996,319.79999999999893
STB,20211006,25.5,0,0,0,-0.8500000000000014,7807.019800000003
SHB,20211006,28.2,-16,22,-16,1.509999999999998,2725.025599999999
TPB,20211006,42.3,14,20,-9,2.049999999999997,184.2035000000003
SSI,20211006,39.95,0,0,0,-1.6599999999999966,6730.623099999992
POW,20211006,12.85,10,28,-3,0.879999999999999,158.78579999999909
HSG,20211006,48.35,9,19,-1,2.230000000000004,7127.549399999999
OIL,20211006,15.3,16,35,-9,1.3000000000000007,-183.00000000000102
DXG,20211006,19.75,0,12,12,0.5799999999999983,2364.9113999999954
SBT,20211006,21.0,0,0,0,-0.4200000000000017,1648.683000000005
HCM,20211006,49.5,0,0,0,-3.1400000000000006,6704.562999999998
IDC,20211006,53.6,28,36,-14,4.68,-871.6683999999998
DCM,20211006,29.25,43,53,-5,3.7699999999999996,974.9922000000015
PVI,20211006,48.9,6,28,20,3.3900000000000006,50.40789999999902
DPM,20211006,38.15,18,27,-5,2.549999999999997,2232.941199999992
ITA,20211006,7.55,0,10,1,0.17999999999999972,10656.8116
IJC,20211006,28.8,0,8,8,0.5399999999999991,4945.199099999998
SCR,20211006,12.7,0,14,3,0.41999999999999993,2135.8178000000075
HBC,20211006,16.65,9,26,11,1.0699999999999985,6838.989800000003
CEO,20211006,10.8,-5,13,-5,0.3500000000000014,-708.3947000000002
FRT,20211006,47.55,19,19,-1,2.1799999999999997,792.4696000000027
PET,20211006,28.0,0,9,2,0.5899999999999999,3802.5469999999937
CKG,20211006,25.7,0,22,22,1.4100000000000001,337.02350000000024
PVC,20211006,13.0,30,54,-15,1.7300000000000004,12473.117299999987
