symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211005,62.6,0,0,0,-2.6499999999999986,2202.6638999999996
TCB,20211005,49.1,0,0,0,-0.35999999999999943,400.70000000000186
HPG,20211005,55.3,17,29,2,3.3499999999999943,4004.5119999999956
GVR,20211005,37.5,0,1,1,0.0799999999999983,499.4132000000014
ACB,20211005,31.5,0,0,0,-0.17999999999999972,6960.14910000002
MBB,20211005,27.4,0,0,0,-0.5,1185.226999999999
BSR,20211005,21.2,32,49,15,2.1899999999999977,319.79999999999893
STB,20211005,25.75,0,0,0,-0.6900000000000013,7807.019800000003
SHB,20211005,28.9,0,38,14,2.299999999999997,2751.6255999999994
TPB,20211005,42.5,23,29,6,2.5600000000000023,190.00350000000026
SSI,20211005,40.4,0,0,0,-1.4200000000000017,6730.623099999992
POW,20211005,12.75,3,31,7,0.8300000000000001,155.68579999999906
HSG,20211005,47.85,10,20,-5,1.980000000000004,7117.549399999999
OIL,20211005,15.3,25,44,8,1.42,-183.00000000000102
DXG,20211005,19.0,0,0,0,-0.14000000000000057,2364.9113999999954
SBT,20211005,21.0,0,0,0,-0.4499999999999993,1648.683000000005
HCM,20211005,50.2,0,0,0,-2.719999999999999,6704.562999999998
IDC,20211005,54.1,42,50,8,5.759999999999998,-846.6684
DCM,20211005,28.8,29,58,10,3.5500000000000007,948.8922000000016
PVI,20211005,46.0,6,8,-6,0.8100000000000023,27.207899999999086
DPM,20211005,38.0,12,32,9,2.530000000000001,2228.141199999992
ITA,20211005,7.49,0,9,9,0.14000000000000057,10656.2716
IJC,20211005,28.2,0,0,0,-0.010000000000001563,4945.199099999998
SCR,20211005,12.5,0,11,11,0.28999999999999915,2133.6178000000073
HBC,20211005,16.0,8,15,0,0.4900000000000002,6829.239800000003
CEO,20211005,10.8,0,18,18,0.41000000000000014,-708.3947000000002
FRT,20211005,46.95,20,20,0,1.9600000000000009,780.4696000000029
PET,20211005,27.75,0,7,7,0.3999999999999986,3800.7969999999937
CKG,20211005,24.05,0,0,0,-0.14000000000000057,337.02350000000024
PVC,20211005,13.0,42,69,20,1.8800000000000008,12473.117299999987
