symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210930,65.9,7,7,-3,0.8200000000000074,2216.6638999999996
TCB,20210930,49.6,-2,1,1,0.12000000000000455,401.3000000000019
HPG,20210930,52.9,-4,18,-6,1.6000000000000014,3965.2119999999954
GVR,20210930,35.9,0,0,0,-1.8999999999999986,499.4132000000014
ACB,20210930,31.55,0,0,0,-0.25,6960.14910000002
MBB,20210930,27.85,0,0,0,-0.18999999999999773,1185.226999999999
BSR,20210930,19.8,-6,33,2,1.1400000000000006,272.1999999999989
STB,20210930,25.7,0,0,0,-1.1400000000000006,7807.019800000003
SHB,20210930,26.6,0,3,3,0.16000000000000014,2736.325599999999
TPB,20210930,41.6,30,38,-4,2.740000000000002,163.3035000000002
SSI,20210930,40.65,0,0,0,-1.480000000000004,6730.623099999992
POW,20210930,11.95,-13,3,-13,0.06999999999999851,146.68579999999906
HSG,20210930,46.5,-4,19,3,1.5399999999999991,7104.299399999999
OIL,20210930,14.2,-10,25,-4,0.6199999999999992,-212.70000000000107
DXG,20210930,19.1,0,0,0,-0.10999999999999943,2364.9113999999954
SBT,20210930,21.05,0,0,0,-0.6699999999999982,1648.683000000005
HCM,20210930,52.0,0,0,0,-1.8200000000000003,6704.562999999998
IDC,20210930,52.0,46,60,-9,5.390000000000001,-950.4683999999997
DCM,20210930,26.45,0,37,36,1.6699999999999982,853.7422000000014
PVI,20210930,48.5,3,41,-2,3.460000000000001,125.30789999999888
DPM,20210930,36.8,0,24,21,1.529999999999994,2206.441199999992
ITA,20210930,7.19,-7,0,0,-0.14999999999999947,10656.2716
IJC,20210930,27.85,0,0,0,-0.4499999999999993,4945.199099999998
SCR,20210930,12.45,16,17,1,0.35999999999999943,2141.2678000000074
HBC,20210930,15.7,2,8,-10,0.22999999999999865,6827.239800000004
CEO,20210930,10.3,0,1,1,0.010000000000001563,-708.0947000000002
FRT,20210930,47.55,7,40,20,3.3200000000000003,798.5196000000028
PET,20210930,26.8,0,0,0,-0.6099999999999994,3800.7969999999937
CKG,20210930,24.3,-4,4,-4,0.15000000000000213,337.8235000000002
PVC,20210930,11.6,-2,42,-2,0.8499999999999996,12409.317299999988
