symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211018,38.4,0,0,0,-15.560000000000002,2202.6638999999996
TCB,20211018,52.9,10,13,3,2.210000000000001,412.10000000000184
HPG,20211018,57.9,14,19,4,3.509999999999998,4050.511999999995
GVR,20211018,37.85,0,6,-2,0.7100000000000009,494.8632000000013
ACB,20211018,32.0,2,2,-2,0.23000000000000043,6956.449100000019
MBB,20211018,28.4,4,4,0,0.379999999999999,1182.476999999999
BSR,20211018,23.8,30,40,9,3.120000000000001,377.499999999999
STB,20211018,26.9,1,9,2,0.7799999999999976,7807.419800000003
SHB,20211018,27.6,0,0,0,-0.14999999999999858,2709.0255999999986
TPB,20211018,44.0,5,14,3,2.0700000000000003,192.45350000000042
SSI,20211018,40.85,0,1,1,0.07000000000000028,6727.823099999991
POW,20211018,12.35,2,3,1,0.11999999999999922,148.0857999999991
HSG,20211018,49.85,7,15,0,2.509999999999998,7131.0994
OIL,20211018,15.4,9,16,7,0.8000000000000007,-194.90000000000103
DXG,20211018,21.4,19,19,-1,1.3099999999999987,2390.9113999999954
SBT,20211018,21.05,0,0,-2,-0.35999999999999943,1642.783000000005
HCM,20211018,38.65,0,0,0,-8.96,6704.562999999998
IDC,20211018,60.1,6,36,4,7.030000000000001,-801.9683999999997
DCM,20211018,31.1,31,34,-11,3.460000000000001,1013.9922000000016
PVI,20211018,46.5,0,0,0,-0.4299999999999997,-16.39210000000105
DPM,20211018,41.5,23,31,-5,4.159999999999997,2291.3411999999917
ITA,20211018,7.82,4,9,-1,0.2400000000000002,10657.1816
IJC,20211018,30.4,12,15,-3,1.5199999999999996,4951.399099999999
SCR,20211018,13.2,9,10,1,0.4399999999999995,2137.067800000007
HBC,20211018,15.6,0,0,-2,-0.4100000000000019,6829.239800000004
CEO,20211018,11.0,2,11,-4,0.3800000000000008,-710.9947000000001
FRT,20211018,47.2,0,4,-3,0.5500000000000043,789.2696000000028
PET,20211018,30.35,14,24,1,2.400000000000002,3826.896999999994
CKG,20211018,26.15,10,13,3,1.0700000000000003,343.5735000000002
PVC,20211018,12.6,9,12,3,0.5099999999999998,12449.417299999992
