symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211013,36.85,0,0,0,-21.439999999999998,2202.6638999999996
TCB,20211013,52.4,3,12,-4,2.1299999999999955,406.8000000000019
HPG,20211013,56.8,15,17,-2,3.289999999999999,4034.511999999995
GVR,20211013,37.5,2,3,-2,0.35999999999999943,496.7632000000013
ACB,20211013,32.6,-1,8,-1,0.9100000000000001,6960.14910000002
MBB,20211013,28.6,-3,6,-2,0.6400000000000006,1183.5769999999989
BSR,20211013,22.6,23,33,-3,2.580000000000002,340.39999999999907
STB,20211013,26.25,-4,1,-4,0.10999999999999943,7805.569800000003
SHB,20211013,30.0,12,24,-3,2.460000000000001,2750.4255999999987
TPB,20211013,42.4,5,7,-3,0.990000000000002,181.95350000000036
SSI,20211013,41.0,-4,0,-2,-0.060000000000002274,6727.823099999991
POW,20211013,12.5,4,9,-4,0.3699999999999992,149.38579999999908
HSG,20211013,48.1,5,7,-2,1.2100000000000009,7116.7494
OIL,20211013,15.0,8,12,-6,0.6199999999999992,-198.50000000000102
DXG,20211013,21.5,20,24,-4,1.7800000000000011,2392.6113999999952
SBT,20211013,21.8,-5,5,0,0.370000000000001,1644.683000000005
HCM,20211013,37.9,0,0,0,-11.969999999999999,6704.562999999998
IDC,20211013,52.2,0,6,6,1.0100000000000051,-912.1683999999998
DCM,20211013,31.05,25,42,15,4.48,1015.4922000000016
PVI,20211013,45.7,-5,0,0,-0.6099999999999994,-16.39210000000105
DPM,20211013,40.2,11,28,12,3.8700000000000045,2260.441199999992
ITA,20211013,7.7,2,8,6,0.20000000000000018,10656.581600000001
IJC,20211013,30.45,3,18,6,1.879999999999999,4953.499099999999
SCR,20211013,13.25,3,14,10,0.6500000000000004,2138.0178000000074
HBC,20211013,16.45,9,10,1,0.5699999999999985,6833.739800000004
CEO,20211013,10.8,6,6,-1,0.23000000000000043,-710.3947000000001
FRT,20211013,46.9,2,3,-4,0.44999999999999574,790.3696000000027
PET,20211013,29.15,11,15,-1,1.5299999999999976,3809.346999999994
CKG,20211013,26.25,13,15,2,1.370000000000001,345.47350000000023
PVC,20211013,12.6,11,18,-7,0.7699999999999996,12450.917299999988
