symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20211011,36.8,0,0,0,-24.21,2202.6638999999996
TCB,20211011,53.0,2,16,9,3.1599999999999966,416.4000000000019
HPG,20211011,57.2,16,20,2,4.290000000000006,4042.3119999999954
GVR,20211011,37.8,2,4,0,0.5999999999999943,498.2632000000013
ACB,20211011,32.6,0,8,8,1.0300000000000011,6960.14910000002
MBB,20211011,28.8,0,9,9,0.9600000000000009,1185.226999999999
BSR,20211011,21.8,16,26,-1,2.1700000000000017,320.59999999999906
STB,20211011,26.5,0,3,3,0.33999999999999986,7807.019800000003
SHB,20211011,30.3,14,28,12,3.210000000000001,2758.625599999999
TPB,20211011,43.1,10,13,2,2.1499999999999986,190.1535000000004
SSI,20211011,41.9,0,4,4,0.6899999999999977,6730.623099999992
POW,20211011,12.4,8,8,-4,0.3600000000000012,149.5857999999991
HSG,20211011,47.85,6,7,-2,1.259999999999998,7115.4994
OIL,20211011,15.1,12,14,-2,0.8399999999999999,-195.90000000000103
DXG,20211011,21.6,12,26,2,2.1700000000000017,2395.6113999999952
SBT,20211011,22.2,0,10,10,0.8200000000000003,1648.683000000005
HCM,20211011,39.0,0,0,0,-12.270000000000003,6704.562999999998
IDC,20211011,54.4,18,19,-10,3.9499999999999957,-839.9683999999997
DCM,20211011,29.5,28,30,2,3.4200000000000017,974.9922000000015
PVI,20211011,47.0,1,6,5,1.0900000000000034,-9.792100000001028
DPM,20211011,37.55,11,11,-3,1.5899999999999963,2221.7911999999915
ITA,20211011,7.55,2,3,-1,0.09999999999999964,10656.3016
IJC,20211011,28.7,0,3,0,0.370000000000001,4941.499099999999
SCR,20211011,12.6,3,3,-4,0.15000000000000036,2135.5178000000074
HBC,20211011,16.35,10,10,-4,0.620000000000001,6832.839800000003
CEO,20211011,10.8,2,7,-2,0.27000000000000135,-710.3947000000001
FRT,20211011,47.3,6,6,-7,1.009999999999998,793.4196000000028
PET,20211011,28.95,3,12,-5,1.3900000000000006,3807.146999999994
CKG,20211011,26.15,9,15,-8,1.509999999999998,344.47350000000023
PVC,20211011,12.5,18,18,-10,0.8800000000000008,12451.217299999988
