symbol,date,price,holding,exp_holding,change,indicator,pnl
VPB,20210922,66.8,11,21,-7,3.3200000000000003,2233.4638999999997
TCB,20210922,50.5,-2,12,-2,1.3599999999999994,418.4000000000019
HPG,20210922,50.9,6,6,-2,0.6999999999999957,3958.511999999996
GVR,20210922,37.0,0,0,0,-0.8400000000000034,499.4132000000014
ACB,20210922,31.6,-1,0,0,-0.34999999999999787,6961.14910000002
MBB,20210922,28.0,0,0,0,-0.10999999999999943,1194.3269999999989
BSR,20210922,18.6,2,8,2,0.3500000000000014,275.1999999999989
STB,20210922,26.7,0,0,0,-0.4499999999999993,7807.019800000003
SHB,20210922,26.5,-3,0,0,-0.23999999999999844,2738.9255999999996
TPB,20210922,40.1,33,36,-9,3.3000000000000043,141.65350000000012
SSI,20210922,41.8,0,0,0,-0.740000000000002,6730.623099999992
POW,20210922,11.8,0,0,0,0.010000000000001563,150.68579999999906
HSG,20210922,46.6,27,35,-12,3.740000000000002,7166.799399999999
OIL,20210922,14.1,15,28,8,0.9199999999999999,-193.00000000000108
DXG,20210922,19.35,0,0,0,-0.5299999999999976,2364.9113999999954
SBT,20210922,22.65,0,15,15,0.8099999999999987,1657.833000000005
HCM,20210922,53.1,0,0,0,-0.8999999999999986,6721.162999999998
IDC,20210922,52.0,51,78,6,9.409999999999997,-907.8683999999994
DCM,20210922,24.5,0,0,0,-0.23999999999999844,852.0422000000013
PVI,20210922,48.0,0,39,34,4.390000000000001,320.5078999999987
DPM,20210922,34.85,0,0,0,-0.8200000000000003,2202.391199999992
ITA,20210922,8.2,14,59,1,1.1199999999999992,10702.881599999999
IJC,20210922,28.8,13,14,0,0.9600000000000009,4972.399099999998
SCR,20210922,13.3,28,59,-18,1.8100000000000005,2201.6678000000074
HBC,20210922,16.0,-1,26,24,0.9499999999999993,6838.989800000003
CEO,20210922,11.1,36,47,11,1.209999999999999,-667.7947000000003
FRT,20210922,45.9,24,30,-15,3.1799999999999997,794.0696000000028
PET,20210922,27.7,0,7,7,0.4399999999999977,3805.6969999999937
CKG,20210922,25.1,27,27,-10,1.5500000000000007,365.1735000000002
PVC,20210922,11.7,41,59,15,1.5999999999999996,12469.617299999985
